Rank,TeamId,TeamName,LastSubmissionDate,Score,SubmissionCount,TeamMemberUserNames
113,14760784,Mian Wang,2026-01-15 03:18:18,0.325,31,mianwang1024
114,14698611,AkiraIshikawa,2026-01-15 14:18:36,0.325,99,akiraishikawa
115,14688069,kenseinosaka,2026-01-15 18:48:16,0.325,48,kenseinosaka
116,15010326,Yusuraume,2026-01-15 13:06:08,0.325,62,sugitatomohiko
117,14605909,Maxim Danilov14,2026-01-15 22:38:51,0.325,57,maximdanilov14
118,14589751,Racing driver,2026-01-15 14:35:18,0.325,8,"cudacoding,lizehuah,yupeiyuan"
119,14602060,yukanglimofficial,2026-01-15 19:01:26,0.325,16,yukanglimofficial
120,15041463,kk.sky.9k,2026-01-14 23:52:57,0.325,34,kksky9k
121,14760902,Bytewander,2026-01-09 16:23:53,0.325,50,gracedeng99
122,15003550,Veniamin Nelin,2026-01-15 20:46:10,0.325,21,veniaminnelin
123,14589310,kglctf,2026-01-15 21:25:01,0.325,351,kglctf
124,14717744,Thang Do 2,2026-01-13 07:17:29,0.325,58,"qaedtgyh,thangdo2,thngdod"
125,15001769,hinemos,2026-01-15 17:14:07,0.325,112,hinemos
126,15057076,Seonghyeok Jo,2026-01-06 12:10:31,0.325,9,liebenholz
127,15053345,bryzuno,2026-01-06 03:05:08,0.325,10,bryzuno
128,14591039,S.Taba,2026-01-15 10:29:58,0.325,22,soutabata
129,14986344,dreamtear,2026-01-14 17:57:23,0.325,14,mohanzeng
130,14589930,Hu Xingyu,2026-01-14 15:21:48,0.325,48,huxingyu
131,14609544,HongyuChen123321,2026-01-10 08:37:58,0.325,32,hongyuchen123321
132,15007790,Evan #2,2026-01-09 14:16:57,0.325,13,evansussex
133,14609716,newt yangggggg,2026-01-15 11:56:14,0.325,30,"newtyangggggg,xuanhern"
134,14616423,GMMMMM,2026-01-14 04:40:16,0.325,14,wkcwkc
135,14590776,Meenal Sinha,2026-01-06 05:24:30,0.325,6,meenalsinha
136,14895267,qianbao hou,2026-01-11 09:15:17,0.325,8,"qianbaohou,rfrain02"
137,14606063,ishhverma,2026-01-15 08:48:03,0.325,35,ishhverma
138,15032274,OzanM.,2026-01-14 18:02:57,0.325,26,analyticaobscura
139,15031594,Infinite progress,2026-01-15 09:36:58,0.325,21,zimingwu1
140,14790289,lec016,2026-01-08 03:14:27,0.325,35,"lec016,xixihaeee"
141,15015157,Aleksandr Lutskiy,2026-01-15 15:36:43,0.325,46,aleksandrlutskiy
142,15041850,Evgeny Bratkovsky,2026-01-15 11:14:11,0.325,58,bratkovskyevgeny
143,14661742,trezvie,2026-01-15 06:13:01,0.325,65,"izek123,tickflag"
144,14591189,a_iida,2026-01-14 11:20:44,0.325,14,lk8403i
145,14818293,Ravi Ramakrishnan,2026-01-15 10:32:33,0.325,13,ravi20076
146,14685987,Van-Phuc Huynh,2026-01-11 17:05:43,0.325,12,hvanphucs112
147,14982814,Rickey Irish,2026-01-15 11:49:22,0.325,23,rickeyirish
148,15032800,Refound,2026-01-13 09:26:35,0.325,25,refound
149,14593250,Leo #2,2026-01-15 15:49:41,0.325,7,leo123321
150,15045684,NNMax,2026-01-11 12:11:34,0.325,4,ashok205
151,14745817,Mohammad Albaddawi,2026-01-07 18:59:51,0.325,19,m7mdalbaddawi
152,15037853,lmg_fearless,2026-01-10 02:23:39,0.325,16,lanmaogen
153,14882183,akscodes,2026-01-07 21:16:01,0.325,1,akscodes
154,15068033,marumarukun,2026-01-09 01:14:05,0.325,2,marumarukun
155,15033350,amy,2026-01-08 13:03:40,0.325,17,mystakhs
156,14670547,SamPot,2026-01-15 23:51:35,0.325,9,sampot
157,14917979,Fernando F.,2026-01-09 01:15:36,0.325,2,shrekcrente
158,14678527,Boiled-Sweet-Potato,2026-01-12 04:42:05,0.325,20,boiledsweetpotato
159,14595131,🔥🦫📿🗽,2026-01-13 06:59:25,0.325,12,datafad
160,14677136,Helmi Rinaldi,2026-01-15 14:05:06,0.325,50,helmirinaldi
161,14685718,jameswww,2026-01-12 02:39:47,0.325,4,jameswww
162,14655529,C R Suthikshn Kumar,2026-01-15 16:45:39,0.325,23,crsuthikshnkumar
163,15032955,Alex Stanciu,2026-01-15 14:42:33,0.325,14,alexcstanciu
164,14935839,victorvv,2026-01-15 12:42:37,0.325,15,whs66666666666
165,15065195,Typhooon,2026-01-14 14:51:18,0.325,5,"glaccier,m3onsoon,seequoia,typhooon"
166,14946829,Prompt is all you need,2026-01-15 06:33:11,0.325,20,ngyzly
167,14629968,Joakim Arvidsson,2026-01-15 08:59:21,0.325,8,joebeachcapital
168,14604081,smalltrain,2026-01-15 15:52:00,0.325,101,smalltrain
169,15058226,DeepAI,2026-01-10 14:57:15,0.325,12,bloodmoonwq
170,14988871,kara,2026-01-12 14:25:47,0.325,19,"drchenb,matianyuu"
171,14604278,Handudu,2026-01-07 14:17:59,0.325,64,"experimentalgenius,handudu,kirvk013,logicalreasoning"
172,15033344,GriffinAI,2026-01-15 02:01:06,0.325,7,griffinai
173,14659486,ChangjunLi,2026-01-12 14:53:12,0.325,20,changjunli123
174,14652471,DMML,2026-01-08 13:04:39,0.325,67,"eurekaimer,longyimicha"
175,14591804,Yusuf Sertkaya,2026-01-11 19:47:45,0.325,14,yusufsertkayaysk
176,14591826,Jatin Mehra_666,2026-01-09 06:43:00,0.325,14,jatinmehra666
177,14726651,Lonnie,2026-01-12 19:46:35,0.325,10,lonnieqin
178,14592189,FunSam,2026-01-15 23:01:44,0.325,6,nishidatakashi
179,14635665,GPCH2159,2026-01-15 17:34:37,0.325,4,gpch2159
180,14998129,Pushkar Gupta,2026-01-10 20:14:29,0.325,77,pushkarguptaa
181,14903178,Diptyajit Das,2026-01-09 02:58:36,0.325,16,diptyajitdas
182,14709444,Pankaj Gupta,2026-01-11 19:50:16,0.325,90,pankajiitr
183,15053752,Nazura Wirayuda Tama,2026-01-13 21:10:13,0.325,23,nazurawirayudatama
184,14716898,kekuru,2026-01-05 16:57:08,0.325,40,soyaishihara
185,15058733,xaxipiruli,2026-01-15 11:35:26,0.325,2,xaxipirulazo
186,15058696,SKS01,2026-01-15 16:10:49,0.325,3,shivamkumarswarnkar
187,14588257,SeshuRaju 🧘‍♂️,2026-01-05 19:42:09,0.325,5,seshurajup
188,15059002,feel the hui,2026-01-15 22:02:14,0.325,5,"ga5534,naladwepo"
189,14601040,Juan Leiva,2026-01-05 20:01:45,0.325,10,juank333
190,14904957,T.S,2026-01-15 20:22:53,0.325,45,birdst
191,14884558,Sebastian Mateus,2026-01-13 03:01:28,0.325,14,sebastianmateus
192,14612595,diego.exe,2026-01-05 22:23:11,0.325,56,diegoexe
193,14865568,Mappu,2026-01-15 15:39:36,0.325,30,rajeshthevar
194,14884921,Optimistix,2026-01-15 23:46:38,0.325,10,optimistix
195,14872255,Shunsuke Hayashi1993,2026-01-12 07:50:44,0.325,10,shunsukehayashi1993
196,15050168,NewYorki,2026-01-05 23:52:51,0.325,4,nyhalcyon
197,14590095,Kiki,2026-01-05 23:53:50,0.325,14,rouiou
198,14692811,Panagiota Moraiti,2026-01-14 21:06:41,0.325,6,giotamoraiti
199,14671955,SY,2026-01-06 00:03:10,0.325,5,vesten006
200,14621106,기욱 이,2026-01-06 00:20:21,0.325,7,user284707
201,14798441,xsong2020,2026-01-15 21:16:58,0.325,48,xstargate
202,15054107,yueming,2026-01-14 07:49:40,0.325,17,yuemingyue
203,14908639,Strick_ailkes,2026-01-06 01:42:59,0.325,14,strickailkes
204,14684911,sabbir hossain,2026-01-08 05:00:21,0.325,22,shtanvir
205,14975576,jiashuo Ma,2026-01-10 13:28:29,0.325,14,ooo876
206,14962220,Xander,2026-01-15 08:10:10,0.325,50,canqiang
207,15012592,DONG YIXUAN239,2026-01-09 07:07:45,0.325,22,dongyixuan239
208,14916803,MUHAMMAD SAMEER TARIQ,2026-01-15 04:53:39,0.325,7,muhammadsameertariq
209,14994264,Suzuki Yuto - W,2026-01-15 12:54:16,0.325,5,hoshinoyumemi
210,14812311,名字不要太长像我这样就好,2026-01-06 02:46:02,0.325,18,"htyhmn,seanlode"
211,15046762,Abdul wahab Khan,2026-01-06 08:51:42,0.325,20,abdulwahab2321
212,14589231,GUOHAOYANG,2026-01-10 07:25:05,0.325,37,pkuszboi
213,15059988,HongchenDai,2026-01-15 15:17:50,0.325,20,hongchendai
214,14629326,nk for work,2026-01-15 17:20:04,0.325,53,nkforwork
215,14591095,nuer007,2026-01-06 04:17:39,0.325,1,nuer007
216,15050104,MasahiroYasuda,2026-01-06 06:41:36,0.325,10,masahiro687
217,14608373,yemao ye,2026-01-15 05:14:04,0.325,20,yemaoye
218,14659630,Vibhatsu,2026-01-15 06:29:33,0.325,67,vibhatsu
219,14820962,Zhou Ziheng,2026-01-12 06:41:35,0.325,38,dianascandy
220,15047420,Jing Hua,2026-01-07 09:08:39,0.325,8,linyeping
221,14589758,Hani Edy,2026-01-15 09:25:30,0.325,6,haniedy
222,14598427,MohammedM0iz,2026-01-06 06:39:40,0.325,6,mohammedm0iz
223,14667856,dzy,2026-01-15 08:15:54,0.325,25,zhuoyandai1
224,14687126,luckyappley,2026-01-09 06:03:37,0.325,22,luckyappley
225,14596376,Mathurin Aché,2026-01-10 09:50:30,0.325,14,mathurinache
226,14969426,xuananle,2026-01-08 08:03:57,0.325,8,xunanl
227,14966457,Igor V,2026-01-15 12:56:35,0.325,28,rostigor
228,14843167,yangjian zhu,2026-01-06 08:52:09,0.325,15,"yangjianzhu,yangrumei,zhangboring"
229,14590426,rmatsuza,2026-01-06 08:37:17,0.325,9,rmatsuza
230,15060768,SKkylerrrrr,2026-01-06 08:49:12,0.325,5,skkylerrrrr
231,14591587,Vicens Gaitan,2026-01-07 18:24:16,0.325,19,vicensgaitan
232,15019038,kumanomi,2026-01-06 09:50:10,0.325,51,kkkggg
233,14849658,TOMOKI O.,2026-01-08 12:08:32,0.325,30,tomoki0
234,15046962,suuyv,2026-01-13 16:02:36,0.325,23,suyvwu
235,15003295,Parth Sorathiya,2026-01-15 17:32:34,0.325,12,parth8367
236,15010373,d_tree_love,2026-01-10 05:38:01,0.325,6,yuki11ii
237,14588498,Octavi Grau,2026-01-06 20:17:16,0.325,17,octaviograu
238,15027375,MenghaoZhao,2026-01-10 02:53:44,0.325,55,"chengximing,menghaozhao"
239,14861321,NonCaffeine,2026-01-13 15:34:40,0.325,40,noncaffeine
240,14887144,qtx202,2026-01-15 08:54:57,0.325,42,xianhan
241,14597332,Taguchi6,2026-01-13 12:42:09,0.325,15,taguchi6
242,14588272,Kamal Das,2026-01-06 14:18:58,0.325,8,kmldas
243,14689171,AnthonyTherrien,2026-01-08 22:46:57,0.325,15,anthonytherrien
244,14987457,Maksym Bilychenko,2026-01-14 08:17:54,0.325,10,mbilichenko
245,14589307,Cyrus,2026-01-15 20:39:16,0.325,15,jamalsaeedi
246,14659156,ISAKA Tsuyoshi,2026-01-09 00:28:21,0.325,8,isakatsuyoshi
247,14621963,S.Aoki,2026-01-07 01:03:48,0.325,8,soyaoki
248,15063540,Mabo,2026-01-14 08:34:40,0.325,3,takezenk01
249,14724263,Ernie Chang,2026-01-07 01:52:06,0.325,18,ernie55ernie
250,15013299,do335arrow,2026-01-08 04:07:58,0.325,13,do335arrow
251,14620716,Rohit Rawat,2026-01-15 07:41:31,0.325,29,rrrohit
252,14897852,simmons1025,2026-01-15 20:32:50,0.325,35,simmons1025
253,14589484,CigarCat,2026-01-07 08:20:06,0.325,11,takahitomizunobyts
254,15064786,Hongfei Ye,2026-01-12 09:49:11,0.325,2,wcqyfly
255,15019197,giao,2026-01-07 09:09:35,0.325,22,"jumboyang,noikey"
256,14693168,Arseniy,2026-01-15 23:03:17,0.325,11,m4rtian
257,14892351,notabathingape,2026-01-07 10:57:35,0.325,8,ryzenliu
258,14595952,Matt graham,2026-01-15 02:27:06,0.325,12,mooseml
259,15065736,Zhang Haonan,2026-01-08 15:11:14,0.325,2,zhhaon
260,14664442,HK,2026-01-13 12:07:48,0.325,5,hizurukonishi
261,14799074,datnt114,2026-01-08 08:11:30,0.325,2,kingkong153
262,14660709,Lucien de Rubempre,2026-01-07 15:56:47,0.325,17,lucienderubempre
263,15001610,Alexandre Moritz,2026-01-07 16:10:58,0.325,1,alexandremoritz
264,14991749,Shiv28,2026-01-13 18:40:53,0.325,32,shiv28
265,15066727,Ifeoluwa Adewumi,2026-01-07 18:13:24,0.325,1,ifeadewumi
266,14591706,Will,2026-01-07 20:30:56,0.325,4,wguesdon
267,14902453,kaggle6,2026-01-07 20:57:36,0.325,5,larjeck
268,14880816,Robin Smits,2026-01-10 21:31:44,0.325,136,rsmits
269,14589937,yuki16,2026-01-07 22:16:14,0.325,12,yuki16
270,14616286,Salt708,2026-01-14 08:37:03,0.325,68,shionao7
271,14889586,Niclo,2026-01-08 03:04:46,0.325,4,midcarryhz
272,14599003,UtaAzu,2026-01-12 16:38:52,0.325,116,utaazu
273,14748409,Amil Gentili,2026-01-15 18:39:38,0.325,49,agentili
274,15068299,mexriva,2026-01-08 06:45:02,0.325,5,mexriva
275,15045070,Alexy,2026-01-08 10:08:53,0.325,5,alexycactus
276,14644334,Suman2208,2026-01-08 14:34:54,0.325,5,suman2208
277,14943541,atom1231,2026-01-08 16:39:52,0.325,18,atom1231
278,14800266,"Dias Tashev, MD",2026-01-08 16:14:27,0.325,20,diassio
279,15070900,JezzLin,2026-01-08 17:31:41,0.325,1,jezzlin
280,14639549,rc95401,2026-01-08 18:50:28,0.325,3,rc95401
281,14589777,Takoi,2026-01-08 20:55:07,0.325,1,takoihiraokazu
282,14589004,Ángel Jacinto Sánchez Ruiz,2026-01-08 23:47:05,0.325,20,sacuscreed
283,14591256,Miss Qiu,2026-01-12 16:02:54,0.325,3,liuhaixu
284,14598602,Pavel Pavlov,2026-01-09 10:28:13,0.325,10,akakii
285,14593591,Jules,2026-01-09 12:13:56,0.325,13,julesvanligtenberg
286,14643505,MICADEE,2026-01-15 06:44:19,0.325,8,adegladius
287,14689901,digimagi,2026-01-14 00:47:36,0.325,7,digimagi
288,14769485,André Dkw,2026-01-11 05:55:08,0.325,9,andrdkw
289,14590268,Manav Trivedi,2026-01-10 20:14:12,0.325,4,manavtrivedi
290,14826946,Beyza Kucuk,2026-01-15 14:17:11,0.325,84,beyzakucuk
291,14714944,Monika Schultz,2026-01-11 07:07:08,0.325,3,monikaschultz
292,14589305,Sung Hur,2026-01-11 15:16:18,0.325,18,kmmmvs
293,14642041,pyten,2026-01-13 21:44:57,0.325,3,sunnyrainbow
294,14920675,Artrain,2026-01-12 11:22:52,0.325,4,artrain
295,15027440,HarshitaM20,2026-01-15 20:53:44,0.325,24,harshita2024
296,14681488,Forrest_xlz,2026-01-12 15:06:05,0.325,1,forrestxlz
297,15008228,Kazeneko,2026-01-15 19:11:00,0.325,13,kazeneko77
298,14598968,Prashant Kikani,2026-01-13 14:54:51,0.325,3,prashantkikani
299,14631048,Kumaran K,2026-01-15 10:21:03,0.325,37,kumarandatascientist
300,15038787,Dimas Pasha Akrilian,2026-01-14 00:41:48,0.325,12,dimaspashaakrilian
301,14590033,OverfitOracle,2026-01-14 12:56:09,0.325,5,alisalmanrana
302,14589996,wpl,2026-01-14 14:57:48,0.325,2,peilwang
303,15045243,DHKim0324,2026-01-14 17:06:25,0.325,7,dhkim0324
304,14589582,IC2,2026-01-15 19:00:46,0.325,10,jonathanchan
305,14692969,Ринат Гилемшин,2026-01-14 18:54:52,0.325,9,dryelm
306,14696580,batuhan kalem,2026-01-15 20:15:17,0.325,8,batuhankalem
307,14615809,Nawfeel Rahman,2026-01-15 16:58:04,0.325,3,nawfeelrahman1124444
308,14589199,Sedat GOLGİYAZ,2026-01-15 21:48:18,0.325,5,sedatgolgyaz
309,14647557,Md Boktiar Mahbub Murad,2026-01-15 22:35:31,0.325,2,mbmmurad
310,15061949,Morgan31,2026-01-06 14:16:46,0.325,5,morgan31
311,14970392,zhiran,2026-01-06 01:55:48,0.325,32,jackgptboy
312,15069962,runnexia,2026-01-08 14:18:39,0.325,4,runnexia
313,14998008,OMG,2026-01-11 19:52:53,0.325,72,priyankadehradun
314,14599360,swordsman,2026-01-06 11:46:31,0.325,8,liuyanfeng
315,15062927,Youssef Elfar,2026-01-06 19:01:44,0.325,1,youssefelfar
316,14954354,Martin Mbalkam,2026-01-13 22:42:36,0.325,8,martinmbalkam
317,14605404,Chayon Kumar Das,2026-01-14 17:06:12,0.325,18,chayondas
318,14663189,Stathis Karypidis,2026-01-06 22:13:58,0.325,9,stathiskaripidis
319,14589462,Don't Panic,2026-01-14 06:32:07,0.325,38,"rinasu0660,summerness,wanglei611"
320,15047249,Zhenxuan He,2026-01-07 04:01:00,0.325,16,"weilisi,zhenxuanhe"
321,14941786,white y why,2026-01-07 18:04:16,0.325,3,whiteywhy
322,15064438,AGIIGA,2026-01-12 21:24:04,0.325,6,agiiga
323,15064862,Javier_Rodríguez97,2026-01-07 10:50:50,0.325,4,javierrodrguez97
324,14786963,YANGJIAHUA,2026-01-11 04:46:12,0.325,5,yangjiahua
325,14589363,Kumar Abhijeet,2026-01-15 20:04:02,0.325,11,krabhijeet
326,15059444,kappa,2026-01-15 21:55:46,0.325,21,kyosukemorita
327,15066173,Yuanqi,2026-01-12 16:49:25,0.325,3,yuanqix
328,14652824,Error_1249x,2026-01-14 18:46:22,0.325,57,error1249x
329,14976923,Mtgoob,2026-01-13 20:27:00,0.325,9,mtgoob
330,14942273,Mikołaj Kurtyka,2026-01-08 11:27:30,0.325,11,mikoajkurtyka
331,14591718,ANJ,2026-01-15 15:27:24,0.325,15,anjaliskalarikkal
332,15000102,Yuko,2026-01-10 08:26:04,0.325,21,lindameng0
333,15071769,Samyakraj Bayar,2026-01-15 06:56:09,0.325,8,samyakrajbayar
334,15012221,ro7 brk,2026-01-14 23:20:22,0.325,25,"abdelrahmanekhaldi,bahaeddinelemtai"
335,14598157,Momoko Yan,2026-01-11 15:44:13,0.325,16,momokoyan
336,14686332,NUDTDMYP,2026-01-10 08:00:46,0.325,4,nudtdmyp
