Rank,TeamId,TeamName,LastSubmissionDate,Score,SubmissionCount,TeamMemberUserNames
179,14938727,TORCH'KI,2026-01-19 00:05:43,70.676100292901,66,"lambdaderta,nikitakuznetsof,qwertyyyy769492,vladimics"
180,15080444,flusha,2026-01-19 00:23:45,70.676100292901,30,marwanashref
181,15001439,yukanglimofficial,2026-01-19 00:44:04,70.676100292901,25,yukanglimofficial
182,15088102,Lim Yu Xin,2026-01-19 00:44:25,70.676100292901,24,limyuxin
183,15065549,xaxipiruli,2026-01-19 00:44:30,70.676100292901,2,xaxipirulazo
184,15016097,abcdefghijklmnopqrstuvwxyz,2026-01-18 20:55:07,70.676100292903,61,abhishekgodara
185,14883110,छद्म-लेबलिंग forever,2026-01-18 22:49:26,70.676100292903,153,artemkhakimov
186,14770170,Ravi Ramakrishnan,2026-01-18 19:30:53,70.67610029708,206,ravi20076
187,14930238,T.S,2026-01-18 19:33:31,70.67610029708,148,birdst
188,14769943,CroDoc,2026-01-18 19:36:12,70.67610029708,107,crodoc
189,14909169,Aryan Khurana Naidu,2026-01-18 19:44:53,70.67610029708,18,aryankhurananaidu
190,14778430,parthenos,2026-01-18 20:09:29,70.67610029708,41,nihilisticneuralnet
191,14913866,data_gardening_club,2026-01-18 23:19:47,70.676102394596,91,"hideyochiba,mitsuaccessjam"
192,15114026,KevinGBY,2026-01-18 22:19:45,70.67610239461,5,kevingby
193,15034057,Mimi,2026-01-18 20:50:13,70.676102398089,35,qvqyx11here
194,15111689,Kain,2026-01-18 19:21:11,70.676102398091,70,"habedi,kainsama"
195,14832626,simmons1025,2026-01-18 19:46:43,70.676102398091,21,simmons1025
196,15066680,Samyakraj Bayar,2026-01-18 20:06:54,70.676102398091,48,samyakrajbayar
197,14783737,Musab Ahmed,2026-01-18 20:20:49,70.676102398091,18,musabyagoub
198,15107127,Sinan Calisir,2026-01-18 20:57:04,70.676102398091,7,snnclsr
199,15107394,AoNoHako,2026-01-18 23:55:04,70.676102398091,14,aonohako
200,14882289,Masahiko Matsui,2026-01-18 23:57:37,70.676102398091,1,mmatsui0515
201,14782065,BJBA99,2026-01-18 18:28:26,70.676147904221,369,bjba99
202,14846306,Shaoqikun,2026-01-18 16:31:27,70.676157139568,57,shaoqikun
203,14965529,Alex ZAMds,2026-01-18 18:13:40,70.676157139568,44,alexzamds
204,14889311,MarkDjadchenko 590891,2026-01-18 18:18:22,70.676157139568,16,markdjadchenko
205,15044922,Shokh Abdurakhmanov,2026-01-18 18:19:30,70.676157139568,10,shokh0
206,15058598,Igor Pawicki,2026-01-18 18:41:10,70.676157139568,42,igorpawicki
207,14786548,Lakhindar Pal,2026-01-18 18:43:25,70.676157139568,49,lakhindarpal
208,14836227,PUBLIC NOTEBOOK BLENDING 🔥,2026-01-18 18:44:43,70.676157139568,24,zabojeb
209,14792779,Kumar Abhijeet,2026-01-18 20:56:07,70.676157139568,31,krabhijeet
210,15111201,HojunLee,2026-01-19 00:28:02,70.676157139568,10,hojuna
211,15014551,goose666,2026-01-18 16:53:36,70.676180428789,12,goose666
212,14791704,Azamat Baiganin,2026-01-18 16:58:28,70.676180428789,98,"azamatbaiganin,baidalinadilzhan"
213,14983294,Roman Tamrazov,2026-01-18 17:01:30,70.676180428789,36,romantamrazov
214,14959334,Labib Shahriar,2026-01-18 17:07:50,70.676180428789,13,labibshahriar
215,14776965,Kumaran K,2026-01-18 17:36:25,70.676180428789,76,kumarandatascientist
216,14779407,OverfitOracle,2026-01-18 17:19:08,70.676180428789,167,alisalmanrana
217,15041715,dreamtear,2026-01-18 17:25:46,70.676180428789,44,mohanzeng
218,14783860,Sir Arthur Nerdolot,2026-01-18 17:34:49,70.676180428789,30,sirarthurnerdolot
219,15052968,Jean-ken,2026-01-18 17:43:55,70.676180428789,22,jeanken
220,14788145,seowoohyeon,2026-01-18 17:55:20,70.676362561669,63,seowoohyeon
221,15113289,JasoOKA,2026-01-18 17:27:38,70.676390720695,3,jasooka
222,14804764,HungryLearner,2026-01-18 17:21:31,70.676390720698,4,alabibojesomo
223,15056664,Tanaka Ai24,2026-01-18 17:41:58,70.676390720698,50,tanakaai24
224,14993837,Juan Leiva,2026-01-18 17:43:04,70.676390720698,15,juank333
225,15113003,Laurin Komar,2026-01-18 20:41:24,70.676390720698,21,unbothered
226,15021778,Hayauchiwasabi,2026-01-18 17:47:25,70.676500867388,28,kaiikeda
227,15083502,BhargavaAbhi,2026-01-18 16:05:34,70.676500878442,26,bhargavaabhi
228,14854608,Chenyu Wang,2026-01-18 16:23:13,70.676500878442,16,ataraxyyeah
229,14798390,Sebastian Mateus,2026-01-18 16:30:57,70.676500878442,117,sebastianmateus
230,14769671,SeshuRaju 🧘‍♂️,2026-01-18 16:38:32,70.676500878442,44,seshurajup
231,15067154,WQing_Z,2026-01-18 16:44:55,70.676500878442,11,wqingz
232,14842913,manasi197,2026-01-18 16:58:18,70.676500878442,10,manasi197
233,14796811,automatylicza,2026-01-18 23:02:00,70.676500878442,16,automatylicza
234,15037609,Kiko2024,2026-01-18 16:02:19,70.686923403278,46,zhangtengfei02
235,15030549,donaldxu,2026-01-17 08:29:15,70.688281452809,34,"abc1705,cheneyjin,chennora"
236,14967294,pincurchin,2026-01-18 13:31:27,70.694010691558,150,pincurchin
237,14778343,Space Coders,2025-12-12 14:40:04,70.695446952506,31,"skril31,vdebout"
238,14888300,Diabolic Fox,2026-01-18 13:51:40,70.69793795022,34,diabolicfox
239,14789491,d_tree_love,2026-01-18 13:47:35,70.69793795022,108,yuki11ii
240,15087365,SusanneTange,2026-01-18 19:09:43,70.698376670968,14,susannetange
241,15107541,Ryo Shimada,2026-01-18 23:28:16,70.69837680155,8,goodisland
242,14806500,violin_1,2026-01-18 14:59:10,70.698376836461,204,violin1
243,15111437,AMATEUR,2026-01-18 15:07:03,70.698376836461,3,lxx0114
244,14782049,Dimpal Yadav,2026-01-18 18:18:59,70.698376836461,315,dimpalyadav29
245,14828249,Ulugbek Shernazarov,2026-01-18 14:51:25,70.698376841176,59,ulugbekshernazarov
246,14849636,henu_AI,2026-01-18 14:45:53,70.698376843898,165,"eulogy,lumos0v0"
247,14965855,robert komore,2026-01-18 14:19:10,70.698376843898,33,robertkomore
248,14974984,Chrisuul,2026-01-18 13:58:04,70.698376843898,73,chrisuul
249,15107869,duoliya,2026-01-18 14:08:38,70.698376843898,2,duoliya
250,14957905,Mark Slavin,2026-01-18 14:17:04,70.698376843898,5,markslavin
251,14771331,Hu Xingyu,2026-01-18 14:23:28,70.698376843898,337,huxingyu
252,15066312,kawaii,2026-01-18 14:37:21,70.698376843898,7,vrshyamsunder
253,15102626,nerovous,2026-01-18 14:51:21,70.698376843898,9,nerovous
254,15110804,Amanda Tung,2026-01-18 14:58:22,70.698376843898,6,amandatung
255,14883107,kontsev,2026-01-18 15:03:22,70.698376843898,255,kontsev
256,14972479,camurberkayy,2026-01-18 15:22:47,70.698376843898,97,camurberkayy
257,15090056,Jimin Byeon 1,2026-01-18 15:23:48,70.698376843898,13,jiminbyeon1
258,14770074,Mao,2026-01-18 15:34:43,70.698376843898,23,maohengliu
259,15045120,MasahiroYasuda,2026-01-18 15:53:05,70.698376843898,18,masahiro687
260,14807672,Zaira,2026-01-18 16:07:20,70.698376843898,113,fatmazaira
261,15080487,Hamachi,2026-01-18 21:24:07,70.699511398709,59,hamatz
262,15089484,TinaTongTT,2026-01-18 14:32:53,70.699721472931,5,tinatonglin
263,15051278,suuyv,2026-01-18 15:26:10,70.699764767048,9,suyvwu
264,15025479,SCUT_Lipengyu,2026-01-18 16:41:24,70.699793419417,8,"amadeusan,scutlipengyu"
265,15089623,Zhao jinxing,2026-01-18 13:45:51,70.699794266786,6,zhaojinxing
266,14914727,aadhafun,2026-01-18 14:16:56,70.699796441509,75,aadhafun
267,15106370,ZULQAR.,2026-01-18 14:31:18,70.69979653565,12,johndoe2011
268,14778992,Neko,2026-01-18 12:19:00,70.699797217163,388,ootake
269,15088572,Mredision,2026-01-18 13:01:30,70.699797217163,3,mredision
270,15023497,Chaydo,2026-01-18 13:28:29,70.699797217163,28,chatgptbot
271,14993870,Artem Goncharov,2026-01-18 12:27:27,70.699797217163,24,artemgoncarov
272,14923720,Luca Basanisi,2026-01-18 12:45:44,70.699797217163,25,lucabasa
273,14773038,Prashant Kikani,2026-01-18 13:11:45,70.699797217163,7,prashantkikani
274,14889523,Marcus Vinicius,2026-01-18 14:28:21,70.699797217163,34,marcux777
275,14895347,hinemos,2026-01-18 16:22:28,70.699797217163,137,hinemos
276,15105886,Brent You,2026-01-18 13:30:28,70.699827592828,1,challenger7777777
277,15067455,DeepAI,2026-01-18 14:09:57,70.699829584437,10,bloodmoonwq
278,15100191,wensicm-adrianmelic,2026-01-18 17:42:53,70.700316398235,15,"adrianmelic,wensicm"
279,15027503,kaibaur,2026-01-18 11:24:50,70.700316474458,13,kaibaur
280,15085982,Jithin S s,2026-01-18 11:40:37,70.700316474458,18,jithinai
281,15095858,ICI,2026-01-18 12:31:10,70.700316474458,36,postspost
282,15077785,Jack Cerion,2026-01-18 12:07:09,70.700316474458,19,jackcerion
283,15112323,mouse 987,2026-01-18 13:30:24,70.700316474458,2,mouse987
284,15109323,hikari24,2026-01-18 14:04:33,70.700316474458,2,hikari24
285,14994566,Goge052215,2026-01-18 15:14:57,70.700316474458,41,jiexusheng20bz
286,15104595,ST,2026-01-18 16:10:47,70.700316474458,26,"guojialeustc,qiruoci"
287,14918541,Aleksandr Lutskiy,2026-01-18 15:30:47,70.70031647451,68,aleksandrlutskiy
288,14783082,1!,2026-01-18 11:20:03,70.700316474598,6,ibrahimqasimi
289,14787035,Chekhlov Dmitrii,2026-01-18 11:37:58,70.700316474598,58,zoli800
290,14798504,F&A,2026-01-18 13:02:45,70.700316474598,26,nina2025
291,14881991,MOON,2026-01-18 15:39:43,70.700316474598,1141,helmirinaldi
292,15111970,Hoàng Nguyên 1308,2026-01-18 15:36:50,70.700316474985,2,hongnguyn1308
293,15048394,Yusaku Muroya,2026-01-18 12:24:09,70.700317124716,248,ymuroya47
294,14964370,Yew Jin Lim / Shumarci,2026-01-17 00:23:38,70.718350151512,59,"limyewjin,shumarci"
295,14772511,Tree Cuts,2026-01-17 23:33:10,70.720051293593,445,"datafad,roshaw"
296,14836924,Yves Delley,2026-01-15 17:02:04,70.720170090862,8,burnpanck
297,14771195,fRustlated tonakai,2026-01-05 05:49:53,70.724477156835,16,"bio4eta,satotana"
298,14830478,Pi,2026-01-17 18:26:27,70.725997642565,190,nguyenhoa
299,14803400,perpetual motion machine,2026-01-18 05:02:25,70.727314528245,378,aristotlechen
300,15059011,Rensyu,2026-01-18 07:30:49,70.727339547318,19,rensyu
301,14771235,Ezra,2026-01-18 13:18:38,70.727631394898,173,ezberch
302,14779405,taigatappuri,2026-01-18 09:26:19,70.727643065084,52,"flnkhome,kazumamiyashita,toraaaaa,yukkimoru"
303,14771992,JinchengZhang1,2026-01-18 10:25:21,70.727960051266,192,jinchengzhang1
304,14814828,taopy2,2026-01-18 10:15:49,70.727965026426,71,taopy2
